0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"The food is never ""spectacular",a bean burrito with green,and my wife's special bean burrito,I ordered two double decker tacos, sauce no red sauce extra onions (my wife's favorite) an enchilada and a gordita chicken (thinking crunch wrap ,sure enough on the receipt there is the churro and a gordita special order with chicken,it had sour cream on it ,,,,,,,,,,,,,
I had a pick up order through door dash for the first time and drove to the window to pick up the food because I didn't know I was supposed to go to the speaker first,,,,,,,,,,,,,,,,,,,
Guy who handles the cash at the front also makes the tacos in the back,prices are expensive,,,,,,,,,,,,,,,,,,
She said she wanted to make sure our food was correct,Fast food that was fast ,My family got a 10 pack of tacos today,Then i always order rice with cheese,I have one kid that can not eat sour cream,The lady was so nice she said it was no problem to get two without sour cream,,,,,,,,,,,,,,
The food took forever to come out because we were forgotten about,but when the cashier realized how long we had been waiting he got the food out as fast as he could,His food was hot,,,,,,,,,,,,,,,,,
only to have the bottom of her taco box blow out ,and drop all her tacos on the floor,,,,,,,,,,,,,,,,,,
chicken chip baskets,,,,,,,,,,,,,,,,,,,
Well the food was hot,,,,,,,,,,,,,,,,,,,
I've come here at least 5 separate times & they've either messed up my order or the quality of food has been so terrible,,,,,,,,,,,,,,,,,,,
chips with cheese,my drink and no chips,,,,,,,,,,,,,,,,,,
i ordered 2 of the steak double stacked nacho tacos which is supposed to have nacho,when we were given our tacos back they were beef,all i wanted was a cheesy taco, cheese in between the soft,there was no cheese whatsoever,,,,,,,,,,,,,,,
I've been ordering off of the dollar menu and getting (all fresco) bean and rice burritos,potato soft taco , I'll also get a regular crunch taco fresco, style and sub black beans for the beef,which eliminates the cheese, Not once a piece of cheese or dollop of sour,sour cream,but I'd be paying for ingredients they'll just remove,,,,,,,,,,,,
Then when my food was ready,,,,,,,,,,,,,,,,,,,
Unbelievably bad food cold, Paid for upgrade meat,old lettuce,,,,,,,,,,,,,,,,,
didn't even get to the food,,,,,,,,,,,,,,,,,,,
Seriously the best tacobell I've had in a long,Probably ruined every tacobell from now on by giving us piping hot,super crispy tacos,,,,,,,,,,,,,,,,,
Just Ghetto so after you pay for your food you have to pull back to wait to only have to pull forward once your food is ready,but why and they keep yo change like wtf I'm so done with this Taco Bell y'all funny so you don't want me to y'all make my food or some shit,,,,,,,,,,,,,,,,,,
I have not eaten meat in six years,,,,,,,,,,,,,,,,,,,
I ordered a 12 taco party pack,And the taco shells were completely shattered in my party box (also disappointed by the amount of meat),and barely had any chicken,The quasaritto was lacking most of the chicken,The quasadilla was missing cheese,,,,,,,,,,,,,,,
For a Friday night we weren't expecting the best service considering it's a Friday night and who looks forward to working (you know) but to our surprise the team working tonight we're ON IT and not just pumping food out ,but quality service,,,,,,,,,,,,,,,,,,
the food was made wrong,,,,,,,,,,,,,,,,,,,
"Now its simply overpriced ""chow""",,,,,,,,,,,,,,,,,,,
The food at this branch is a 1 star experience,Half filled burritos,and they never grill your burrito ,,,,,,,,,,,,,,,,,
 I had a seven-layer burrito,,,,,,,,,,,,,,,,,,,
I just ordered food,and I was waiting for my order at curbside and witnessed a worker drop the food on the floor,and then another worker saw it and ordered her to pick up the food from the floor quickly then looked around to make sure,no one was watching them picked up the food from the floor ,,,,,,,,,,,,,,,,
I went to get soft potato tacos ,,,,,,,,,,,,,,,,,,,
crunchy taco,There is also a vegetarian variant that subs black beans for the meat,cheese,sour cream & tomatoes,lettuce,,,,,,,,,,,,,,,
Today they got the order wrong and the food was terrible,,,,,,,,,,,,,,,,,,,
I also have not had any issues with food,I also enjoy the Doritos Locos tacos (nacho, cheese flavored,,,,,,,,,,,,,,,,,
This Taco Bell is absolutely the worst Taco Bell ever I always get mini chicken quesadillas substitute the shredded,chicken for grilled chicken with no sauce,And they wanted to up charge me and on the screen it said substitute beef or chicken additional,,,,,,,,,,,,,,,,,
needed greasy food,,,,,,,,,,,,,,,,,,,
The food is never as promised with low, quality ingredients ,and bad taste,,,,,,,,,,,,,,,,,
and yet still the woman taking my order was very impatient and seemed annoyed that I was ordering food,,,,,,,,,,,,,,,,,,,
but the food I did receive is very skimpily made,Also I asked specifically for no sour cream ,and ended up with sour cream in both items,,,,,,,,,,,,,,,,,
This location usually has the proper amount of toppings and the food tastes freshly made,The quality is consistent,,,,,,,,,,,,,,,,,,
enough to have our food in less then 1 hour it's  unbelievable,the food is great,,,,,,,,,,,,,,,,,,
 Food is half done and the service is really slow - 28 minutes from order to receiving food, We ate and was on the way out of the restaurant when the guys behind us had finally got their food - 6 regular, tacos sm,,,,,,,,,,,,,,,,,
They cannot figure out how to get food out to customers & ,,,,,,,,,,,,,,,,,,,
When I'm in the mood for authentic Mexican food,The food is always hot,Their prices are competitive,,,,,,,,,,,,,,,,,
FYI if your a vegetarian they now deep fry chips and hash browns in the same oil as the chicken,,,,,,,,,,,,,,,,,,,
food has been fresh,,,,,,,,,,,,,,,,,,,
Mainly the food allergy,They've been adding onions to my burritos which is a serious,They last 4 times I've gotten the chips with cheese,they've forgotten the chips,3/4 times I double checked and of course the chips weren't in there,They've switched up the employees the last few months which you can tell has hurt the line in the back as well as the quality of service,,,,,,,,,,,,,,
We were greeted right away and got our food within just a couple,,,,,,,,,,,,,,,,,,,
Went in there last night and the new black employee had a fight with three other black guys over sour cream on a taco,,,,,,,,,,,,,,,,,,,
On top of screwing up a taco supreme they also managed to mess up the nacho, cheese chalupa by forgetting the nacho,cheese,Tomatoes and sour cream left out of my Taco supreme 10:30 pm ,,,,,,,,,,,,,,,,
as rice then they have no right to be in food business,Our order for four Bean Rice and Cheese burrito got delayed because another customer was unhappy,Once we got our burritos we all felt like it wasn't the usual,Then we started coming across bunches of uncooked rice which were so hard, taste,,,,,,,,,,,,,,,
Went there tonight and picked up half Taco Bell and half Pizza Hut food,The pizza though had to have been made at least an hour prior to my visit and was maybe one of the worst pizzas I've tasted,,,,,,,,,,,,,,,,,,
 Is it to serve quality quasi-Mexican food,,,,,,,,,,,,,,,,,,,
My husband stops here after work to pick up food for 3 people,and all they do is give him the missing food ,,,,,,,,,,,,,,,,,,
 I love the taste of their food, Well the way Taco Bell Drive through works is that they do not give you the actual receipt till they give you the food , But for some reason the receipt was never given until the food is given to the customer,I paid for the food ,which in the end he just wanted to provide us with free food,we do not ask for free food based on the fact that it feels that we get something for nothing,it is not about free food, I know it is Mexican food, I love the taste of the food ,     So I go through the drive-thru to order 2 bean and cheese burritos,and 2 volcano burrito's with extra, On top of that they only gave me 1 bean and cheese burrito,but then again they only charged me for 1 bean and cheese burrito,looked onto the receipt and advised me that I never placed the 2nd burrito order, Then they gave me an extra bean and cheese burrito , meat ,,,,
 They always forget items and the food is always sloppy, with bare minimum of ingredients,,,,,,,,,,,,,,,,,,
All I got was an uncooked chicken quesadilla with NO HOT SAUCE I also did not get good,,,,,,,,,,,,,,,,,,,
When we finally got our food,I need to see a dentist after biting into the food,I got a rice bowl and a burrito as well ,the taco shells were stale,and the rice wasn't fully cooked,The bowl was also soup,,,,,,,,,,,,,,
I could have eaten at a sit down restaurant with good food faster than this,,,,,,,,,,,,,,,,,,,
Unfortunately the food is different,The quality of the food is hit or miss without a doubt,I don't like getting ripped off but when you short me on orders for the kids and now I've got upset kids because someone is missing a couple of tacos,How you can screw up beans from a can is beyond me,I pay extra every time for sour cream,,,,,,,,,,,,,,,
She even brought our food to the table,,,,,,,,,,,,,,,,,,,
all while waiting for a taco,,,,,,,,,,,,,,,,,,,
Got the chicken taco ,The taco was good, besides the fact that it was very difficult to get the toppings in the same bite as the chicken,,,,,,,,,,,,,,,,,
the staff have always been super friendly and the food comes out in a reasonable,we found out just how unhealthy chicken burritos from Taco Bell were and we have now taken it off the regular foods, We use to go here as our after church lunch stop on the way home because it was on the way along Slaughter and the entire family could go in and eat what they like for well under the $20 price point,,,,,,,,,,,,,,,,,
Obvious because my last order contained zero lettuce,But lettuce was found in EVERY item,,,,,,,,,,,,,,,,,,
Why does my crunch wrap supereme taste like a donair,Why does the tortilla taste like lavaash,,,,,,,,,,,,,,,,,,
" Back then then called chili-cheese burritos ""chilito",but any more they seem to forget to put the cheese in the chili-CHEESE burrito,,,,,,,,,,,,,,,,,,
 His smart ass answer made me think I didn't want the food he would make me so I was going to ask for my money back,Waiting 15 min for 2 taco supremes is a bit much,,,,,,,,,,,,,,,,,,
but business's have scheduled hours for a reason and as a food establishment you should be able,"to provide your ""food"" inside those hours",beans ,,,,,,,,,,,,,,,,,
There was only one tablespoon of meat that would be better described as greasy dog food,I just got 4 tacos and 2 bean burritos,Also the burritos were just as devoid of substance,This was not an accident because all four tacos were the same,I've eaten at taco bells for decades but with the prices being higher than ever ,Hardly any lettuce and almost no cheese,,,,,,,,,,,,,,
